Unnamed: 0,Title,Cleaned_Ingredients
13013,Croatian Moussaka,2 lb tomatoes; 1 large onion; 5 garlic cloves
13014,Fried Neopolitan Pizzas,5 g arlic cloves; 2 lb plum tomatoes
13015,Miso Stew,1/2 medium onion; 2 garlic cloves; 1/2 carrot
13016,Salami Crisps,
13017,Chocolate Peanut Butter Bars with Hot Fudge Sauce,7 oz fine-quality bittersweet chocolate; 3 1/2 oz fine-quality bittersweet chocolate
13018,Pan-Grilled Paillards of Duck,1 whole boneless Moulard duck breast* with skin; 2 teaspoons ground ginger; 2 navel oranges
13019,Chocolate Orange Cheesecakes,Rounded 1/4 teaspoon finely  fresh orange zest
13020,Raspberry Crème Fraîche Puff,
13021,Lattice-Crust Pear Pie,2 1/2 lb firm-ripe Bartlett or Anjou pears
13022,Sweet Plantain Fritters,
13023,"Apple ""Pizza""",1 1/2 lb Golden Delicious apples
13024,Corn and Zucchini Sauté,1/2 cup chopped scallions; 1/2 teaspoon  garlic; 2 cups corn; 2 medium zucchini
13025,Parsley Cumin Parathas,1/3 cup coarsely chopped fresh flat-leaf parsley
13026,Turkey Sloppy Joes on Cheddar Buttermilk Biscuits,1 l arge onion; 2 celery ribs; 4 garlic cloves; 2 1/2 lb ground turkey; 1  can whole tomatoes in juice
13027,Salmon Steaks with Red-Wine Butter,1/3 cup shallots; 1/2 cup fresh orange juice; 1 teaspoon tomato paste; 1 Turkish or 1/2 California bay leaf; 1 teaspoon finely  fresh orange zest; 4  salmon steaks
13028,Crab Quiche,1  king crab leg
13029,Timballo,1/2 lb sweet Italian sausage meat; 1 medium onion; 1 Turkish or 1/2 California bay leaf; 1 carrot; 1 celery rib; 1 tablespoon tomato paste; 1  can whole tomatoes in juice; 1 lb green Swiss chard; 2 garlic cloves
13030,Black Roasted Cod with Sea Beans and Oysters,1/4 lb sea beans; 4  pieces skinless black cod fillet; 1/4 cup  shallot; 4 teaspoons fresh lemon juice
13031,Lentils San Stefano,1 Turkish or 1/2 California bay leaf; 1/2 lb small Italian lentils  or small French lentils*; 2 oz fresh pork fat
13032,Broiled Arctic Char with Basil Sauce and Tomato,1/2 cup firmly packed fresh basil leaves; 1/4 teaspoon  garlic; 1 small tomato; Accompaniment: fresh-cut lemon
13033,Bhel Poori,3/4 cup onion; 1 1/2 lb firm-ripe tomatoes
13034,Green Tomato Soup,2 oz thinly  Black Forest ham; 1 1/2 cups thinly  scallions; 1 tablespoon chopped garlic; 1 Turkish or 1/2 California bay leaf; 2 lb green unripe tomatoes
13035,Serrano Ham Salad with Almond Garlic Sauce,1 g arlic clove; 1/4 lb thinly  serrano ham*
13036,S'mmoralist,chopped
13037,Five-Spice Duck with Butternut Squash Ravioli and Broccoli Rabe,2 5-pound ducks; 1/2 teaspoon  ground ginger; 8 ounces smoked bacon; 1 large sweet onion; 1 large bunch broccoli rabe; tops coarsely chopped
13038,Hazelnut Gelato Profiteroles with Warm Kahlua Sauce,1 1/4 pound s bittersweet  or semisweet chocolate
13039,Peanut Butter Beignets with Caramelized Bananas and Bitter Caramel Ice Cream,12 ounce s bittersweet  or semisweet chocolate; 1 teaspoon fresh lemon juice; 3 bananas; Purchased peanut brittle; chopped
13040,Warm Jasmine Rice Puddings with Passion Fruit,3 tablespoons Malibu rum or other coconut-flavored rum; 1/2 vanilla bean; 2 1/2 teaspoons  lime peel; 6 passion fruits
13041,Lemon Soufflé Tartlets,1/3 cup finely  lemon peel; 10 tablespoons fresh lemon juice; 3 tablespoons fresh lime juice
13042,Moroccan Braised Beef,2 cup s chopped onions; 3 garlic cloves; 1 14 1/2-ounce can  tomatoes in juice
13043,"Beef Tenderloin with Red Wine Sauce, Creamed Spinach, and Truffled French Fries",8 ounce s shallots; 1 6-ounce package  mushrooms; 2 fresh thyme sprigs; 1 Turkish bay leaf; 1 2-pound beef tenderloin roast; 2 9-ounce packages fresh baby spinach leaves
13045,Vegetarian Black Bean Chili,2 cup s chopped onions; 6 garlic cloves; 2 teaspoons dried oregano; 3 15- to 16-ounce cans black beans
13046,Truffled French Fries,3 pound s russet potatoes
13047,Lemon Pound Cake with Berries and Whipped Cream,6 tablespoons fresh lemon juice; 2 tablespoons  lemon peel
13048,Roasted Curried Cauliflower,12 cup s cauliflower florets; 1 large onion
13049,"Gemelli with Zucchini, Tomatoes, and Bacon",12 bacon slices; 1 large red onion; 3 slender zucchini; 3 large plum tomatoes
13050,Toasted Almond and Pecorino Sandwiches,3 tablespoons fresh lemon juice; 1 tablespoon  lemon peel; 1 tablespoon chopped fresh sage
13051,"Wild Mushroom Pizza With Caramelized Onions, Fontina, and Rosemary",3 onions
13052,Pork Tenderloin with Cider Jus and Rutabaga Purée,2 cup s apple cider; 3/4 cup chopped onion; 3 large fresh thyme sprigs; 1 Turkish bay leaf; 2 12-ounce pork tenderloins
13053,Roasted Red Bell Pepper and Fennel Salad,5 tablespoons fresh lemon juice; 3 garlic cloves; 1 medium fennel bulb
13054,Lobster Macaroni and Cheese,1 1 3/4- to 2-pound live lobster; 12 large shrimp
13055,French 75,1/2 cup fresh lemon juice; 1 750-ml bottle Champagne
13056,Saint Andre and Fingerling Potato Pies,1 pound white onions
13057,Cherry Smash,1/4 cup kirsch; 1/4 cup orange curaçao; 2 tablespoons fresh lemon juice; 1 tablespoon Cherry Heering liqueur or other cherry liqueur
13058,Rigatoni with Cheese and Italian Sausage,1/4 pound spicy Italian sausage; 2 garlic cloves; 1 teaspoon chopped fresh Italian parsley
13059,Seared Ahi Tuna and Avocado Tartare,1 6-ounce ahi tuna steak; 1 large avocado
13060,Grilled Chile Salsa with Rice Crackers,6 l arge garlic cloves; 4 large plum tomatoes; 4 large shallots
13061,Rib-Eye Steaks with Gorgonzola Butter and Crispy Sweet Onion Rings,2 head s of garlic; 2 tablespoons chopped fresh parsley; 2 sweet onions
13062,Crab Fritters with Herb Salad and Meyer Lemon Aïoli,2 tablespoons fresh Meyer lemon juice; 1 1/2 teaspoons finely  Meyer lemon peel; 1 cup  fresh crabmeat
13063,Yellow Squash and Mozzarella Quiche with Fresh Thyme,12 ounce s yellow crookneck squash; 2 teaspoons chopped fresh thyme
13064,Vermicelli with Sauce alla Sofia,2 g arlic cloves; 1 1/2 cups loosely packed fresh flat-leaf parsley leaves; 1 small onion; 4 anchovy fillets
13065,Camote Tartes Tatins with Pumpkin-Seed Brittle,2 l arge 3-inch-diameter yams
13066,Passion-Fruit Mimosa,1 cup chilled champagne
13067,Screwdriver,3 ounce s orange juice
13068,Sandmartin,
13069,Cranberry Pineapple Punch,Two 1-quart bottles chilled cranberry juice cocktail; A 1-quart 14-ounce can chilled unsweetened pineapple juice; 2 cups chilled ginger ale; Garnish: fresh pineapple spears
13070,Mike's Milk Punch,
13071,Green Dragon III,
13072,Strawberry Lemonade,1 1/2 cup s fresh lemon juice
13073,Tipperary,
13074,Mai Tai,1/2 ounce apricot brandy; 1 1/2 tablespoons lime juice; Pineapple spear
13075,Old Fashioned,1 half dollar–sized slice orange peel; 1 maraschino cherry
13076,Pineapple Cocktail,1 cup pineapple; 3 ounces fresh pineapple juice; 1 tablespoon lemon juice; 6 very small wedges pineapple
13077,Rob Roy,1 l emon twist for garnish
13078,Alaska,2 dashes orange bitters
13079,Hurricane,Juice of 1/2 lime
13080,Homemade Chai,2-inch piece fresh ginger
13081,Emerald Isle,2 dashes orange bitters
13082,Rusty Nail,
13083,Almond Horchata,Freshly  zest of 1 lime; Garnish if desired: cinnamon sticks and lime zest
13084,Zombie,3/4 ounce s pineapple juice; 3/4 ounces papaya juice; 3 tablespoons lime juice; Pineapple spear; Maraschino cherry
13085,Fresh Lime Margarita,3/4 cup fresh lime juice; 6 lime wedges
13086,Manhattan,2 dashes Angostura or orange bitters; Maraschino cherry for garnish
13087,Harvey Wallbanger,4 ounce s orange juice; 1 orange slice for garnish
13088,Negroni,1 navel orange peel twist
13089,Modern Lemonade,4 tablespoons lemon juice; Twist lemon peel
13090,Chelsea Sidecar,1 tablespoon lemon juice
13091,Homemade Sweet-and-Sour Mix for Margaritas,2 cup s fresh lemon juice; 2 cups fresh lime juice
13092,Belmont,
13093,Frozen Margarita,1 jigger  fresh lime juice
13094,Cherry Blossom,1 ounce cherry brandy; 1/4 teaspoon lemon juice
13095,Orange and Banana Yogurt Smoothie,1 l arge banana
13096,Sea Breeze,2 ounce s grapefruit juice; 3 ounces cranberry juice; Lime slice
13097,Singapore Sling,2 tablespoons lemon juice; 1/2 ounce cherry brandy; Slice of orange or sprig of mint
13098,Moscow Mule,1 teaspoon lime juice; Slice of lime
13099,Sazerac,Splash Herbsaint; Lemon peel for garnish
13100,Sea Breeze II,1/4 cup chilled grapefruit juice; 1/4 cup chilled cranberry juice; Garnish: 1 small grapefruit wedge
13101,Brandy Alexander II,
13102,Whiskey Flip,
13103,Pineapple Lemonade,2 slice s pineapple; Twist lemon peel; Pineapple stick
13104,Basic Mead,champagne
13105,White Spider,
13106,Fireworks,1/4 ounce apricot brandy
13107,White Russian,
13108,Mint Julep Spritzer,3/4 cup fresh lemon juice; 1 cup  fresh mint leaves; 8 fresh mint sprigs
13109,Zucchini Frittata with Blossoms,2 medium zucchini; 1 onion; 3 garlic cloves; 6 to 8 zucchini blossoms
13110,Basic Butter Cookie Dough,
13111,Mashed Sweet Potatoes with Brown Sugar and Pecans,1/2 cup chopped pecans; 5 pounds red-skinned sweet potatoes
13112,Sauteed Skirt Steak,3 lb skirt steak
13113,Red-Wine-Braised Oxtails,5 shallots; 5 garlic cloves; 2 medium carrots; 2 medium leeks; 1 medium onion; 2 celery ribs; 3 fresh thyme sprigs; 1 bunch parsley stems; Accompaniment: celery root puree or mashed potatoes
13114,"Crabmeat, Apple, and Mango Salad on Cumin Apple Chips",1 medium Granny Smith apple; 2 tablespoons chopped shallot; 1 large garlic clove; 1 lb jumbo lump crabmeat; 1/2 large firm-ripe mango
13115,Asparagus with Orange Dressing and Toasted Hazelnuts,2 tablespoons  hazelnuts; 1 1/2 lb asparagus; 1/4 teaspoon freshly  orange zest; 2 teaspoons fresh orange juice; 1 teaspoon fresh lemon juice
13116,Carrot Soup with Thyme and Fennel,4 medium carrots
13117,Lemon-Dill Sauce,3 tablespoons chopped shallot; 2 tablespoons fresh lemon juice; 1 1/2 tablespoons chopped fresh dill
13118,Grilled Rib-Eye Steaks with Roasted Peppers,2 tablespoons  fresh thyme; 4 14- to 16-ounce rib-eye steaks; 4 garlic cloves; 2 tablespoons  fresh parsley
13119,Christmas Fruitcake,1/2 cup chopped glacéed angelica  plus additional for garnish; 1/4 teaspoon ground ginger; 1/2 cup chopped walnuts or pecans
13120,Herbed Garlic and Parmesan Croutons,2 l arge garlic cloves
13121,Caramelized Walnuts,
13122,Chicken Piccata,4 skinless boneless chicken breast halves; 1/4 cup fresh lemon juice; 1/4 cup chopped fresh parsley
13123,Kale and Potato Spanish Tortilla,1 l arge onion; 1 lb kale
13124,Lemon Curd Layer Cake,1 cup fresh lemon juice; 1/4 cup orange juice; 1 1/2 teaspoons  lemon peel; Lemon slices
13125,Blueberry Tartlets with Lime Curd,1/3 cup fresh lime juice; 1 1/2 teaspoons  lime peel
13127,Rice and Wheat Berry Pilaf with Baby Spinach,3 g arlic cloves; 1 6-ounce package baby spinach leaves
13128,Indian-Spiced Chicken Kebabs with Cilantro-Mint Chutney,1/2 cup fresh mint leaves; 1/2 cup  fresh cilantro; 1 tablespoon fresh lemon juice; 2 1/2 teaspoons  fresh ginger; 1 jalapeño chili
13129,"Calzones with Cheese, Sausage and Roasted Red Pepper",1 1/4 pound s red onions; 4 sweet or spicy Italian sausages; 4 teaspoons dried oregano
13130,Wild Mushroom Risotto,1/2 ounce dried porcini mushrooms
13131,Turkey Tonnato with Potatoes and Green Beans,1  turkey breast half; 3 to 4 tablespoons fresh lemon juice; 1 lb haricots verts; 2 lb small  red potatoes; Garnish: small fresh basil leaves
13132,Broccoli Rabe,1/2 bunch broccoli rabe
13133,"Crab, Chili, and Avocado Tostaditos",20 4-inch-diameter corn tortillas; 2 small poblano chilies
13135,One-a-Day Baguette,
13136,"Bay Scallops with Polenta, Wild Mushrooms, Sherry, and Parsley Bread Crumbs",2 tablespoons chopped fresh parsley; 12 ounces fresh chanterelle mushrooms or other fresh wild mushrooms; 2 1/2 teaspoons chopped fresh thyme; 1 cup chopped green onions; 1 pound bay scallops
13137,Roast Chicken with Rosemary-Orange Butter,3 shallots; 4 teaspoons  fresh rosemary; 1 tablespoon  orange peel; 1 7-pound whole roasting chicken; 1 medium onion; 2 medium carrots
13138,Chocolate Chunk Oatmeal Coconut Cookies,1 1/2 cup s packaged finely shredded unsweetened coconut; and chopped
13139,"Endive, Mâche, and Radish Salad with Champagne Vinaigrette","1 tablespoon  shallot; 1 tablespoon  fresh chives; ""8 ounces mâche; 1 bunch radishes"
13140,Baked Pork Chops with Parmesan-Sage Crust,1 tablespoon dried rubbed sage; 1 teaspoon  lemon peel; 4 bone-in center-cut pork loin chops; Lemon wedges; Orange wedges
13141,Grilled Lobsters with Southeast Asian Dipping Sauce,six 1 1/4-pound live lobsters; 3 garlic cloves; 1/3 cup fresh lime juice; 1 1/2 teaspoons Asian chili paste; 1/4 cup packed fresh cilantro leaves; 1/4 cup packed fresh mint leaves; Garnish: lime halves
13142,Sweet Palmiers,
13143,"Orzo Salad with Feta, Olives and Bell Peppers",4 g reen onions; 3 tablespoons fresh lemon juice; 1 tablespoon  garlic; 1 1/2 teaspoons dried oregano
13144,Angel Food Cake,
13145,"Grilled Salmon with Tomato, Cucumber and Caper Salsa",1/3 cup fresh lemon juice; 1/3 cup chopped shallots; 1 tablespoon  lemon peel; 1 medium English hothouse cucumber
13146,Sauteed Collard Greens,2 1/2 pound s collard greens; 2 garlic cloves; 1 teaspoon fresh lemon juice
13147,Sticky Date Pudding with Toffee Sauce,1 3/4 cup s packed pitted dates; 1/2 teaspoon ground ginger
13148,Penne with Yau Choy,6 oz bacon; 1 large onion
13149,Superb English Plum Pudding,1 cup chopped candied peel
13150,"Grilled Ham, Cheese, and Salami with Caper Relish",1 l arge shallot; 4 teaspoons  fresh oregano; 4 ounces  Black Forest ham; 3 tablespoons  pitted brine-cured green olives; 3 tablespoons capers; 1 cup thinly  iceberg lettuce
13151,Top Sirloin Steak with Bell Pepper and Onion Sauté,2 1 1/2-pound top sirloin steaks; 6 garlic cloves; 1 large onion; Minced fresh Italian parsley
13152,Sweet-and-Sour Cipolline Onions,1 Turkish or 1/2 California bay leaf
13153,"Grilled Sausages, Peppers, and Onions on Rolls",1 medium onion; 4 sweet or hot Italian sausages
13154,Chicken in Green Pumpkin-Seed Sauce,6 chicken thighs with skin and bones; 1/4 large white onion; 3 garlic cloves; 3 large fresh cilantro sprigs; 12 ounces tomatillos
13155,Miniature Crab Cakes with Mustard Mayonnaise,1 to 2 teaspoons fresh lemon juice; 1 pound jumbo lump crab meat; 1/4 teaspoon fresh lemon juice
13156,Grissini with Prosciutto,60 arugula leaves
13157,"Raspberry Cake with Marsala, Crème Fraîche, and Raspberries",1/4 cup fresh orange juice; 1 teaspoon  lemon peel
13158,Baked French Toast,
13159,Rémoulade Sauce,2 teaspoons drained tiny capers; 1 tablespoon chopped fresh flat-leaf parsley; 1 scallion
13160,Tricolor Potatoes with Pesto and Parmesan,1 cup fresh basil leaves; 2 large shallots; 4 garlic cloves; 1 1/2 pounds red-skinned new potatoes; 1 1/2 pounds Yukon Gold potatoes; 1 pound purple potatoes
13161,Winter Salad with Sauteed Bay Scallops,2 tablespoons orange juice; 2 large oranges; 1 teaspoon  orange peel; 1 teaspoon  lime peel; 1 teaspoon fresh lime juice; 1 pound bay scallops; 16 grape tomatoes
13162,Tomato and Corn Pie,2 tablespoons fresh lemon juice; 2 tablespoons  fresh basil; 1 tablespoon  fresh chives
13164,Hazelnut Torte with Raspberry Jam,
13165,Crab Salad Sandwiches,1/4 cup celery; 2 tablespoons  onion; 6 ounces crabmeat; 1 cup thinly  romaine lettuce
13166,Chocolate Cookies,
13167,Celery-Root Bisque with Shiitakes,2 lb celery root; 3 celery ribs; 1/2 lb shallots; 1 tablespoon fresh lemon juice
13168,Springtime Sushi Nests,1 carrot
13169,Winter Spice Cake with Caramelized Apple Topping,6 medium Golden Delicious apples
13170,Calf's Liver with Bacon and Onions,8 bacon slices; 3 medium onions
13171,Caramel Pecan Cookies,and coarsely chopped
13172,The Great After-Thanksgiving Turkey Enchiladas,1 3/4 cup s  onions; 5 plum tomatoes; 1 1/2 teaspoons  canned chipotle chilies*; 1 cup chopped fresh cilantro; 3 cups coarsely shredded cooked turkey; 12 5- to 6-inch corn tortillas
13173,Spinach and Chick Peas with Bacon,3 slice s thick-cut bacon; 15-ounce can chickpeas; 8 cups baby spinach; 1 garlic clove
13174,Spice-Crusted Rack of Lamb,2 tablespoons whole coriander seeds; 2 pounds meaty lamb neck bones; 2 celery stalks; 1 cup chopped onion; 8 large garlic cloves; 2 tablespoons chopped peeled fresh ginger; 2 large plum tomatoes; 1/4 cup chopped fresh mint; 3 1 1/4-pound lamb racks
13175,Coconut-Peach Layer Cake,3 cup s sweetened flaked coconut; 1/2 cup peach preserves; 3 pounds peaches
13176,Shrimp and Crab Souffles with Red Bell Pepper and Tarragon,1/2 cup crabmeat; 1/2 cup small cooked shrimp; 2 tablespoons fresh whole tarragon leaves; 1 large shallot
13177,"Spaghetti with Tuna, Tomatoes, Capers, and Basil",2 pound s tomatoes
13178,Pan-Grilled New York Strip Steaks with Green Olive Tapenade,2 g arlic cloves; 2 2-inch-thick New York strip steaks; 2 tablespoons chopped fresh rosemary
13179,Almond Crunch Cookies,
13180,Cranberry-Walnut Pumpkin Bread,1/2 cup coarsely chopped walnuts
13181,Filet Mignon with Green Peppercorn Cream Sauce,4 6- to 8-ounce filet mignon steaks; 1/4 cup chopped shallots
13182,Mushroom Barley Risotto,1 cup onion; 1 cup pearl barley; 2 teaspoons chopped fresh thyme or 3/4 teaspoon dried; 1 bay leaf; 1 pound assorted fresh mushrooms; 1 garlic clove; 2 tablespoons chopped fresh Italian parsley
13183,Almond Cheesecake with Sour Cream and Blackberries,6 whole graham crackers
13184,Dried Tomato and Fennel Stuffing,1 1/2 pound s fennel bulbs; 1 teaspoon dried basil; 1/2 teaspoon dried oregano
13185,Spicy Toasted Garbanzo Beans and Pistachios,2 15 1/2-ounce cans garbanzo beans; 2 teaspoons fresh thyme leaves
13186,Fish Wrapped in Banana Leaves with Chile Rajas and Crema,1 1/2 lb white onions
13187,Cranberry-Orange Scones,1 tablespoon  orange peel
13188,Sponge Candy,
13189,Herb-Roasted Chicken Breasts,3 l arge garlic cloves; 1 tablespoon chopped fresh rosemary; 1 tablespoon chopped fresh thyme; 6 large chicken breast halves with skin and bones
13190,Greek Country Salad,1 tablespoon fresh lemon juice; 1/2 lb escarole; 2 oz baby spinach; 1 cup watercress sprigs; 1/2 cup chopped fresh dill; 1/4 cup fresh flat-leaf parsley; 1/4 cup thinly  scallion
13191,Flourless Chocolate Cake,Accompaniment if desired: Coconut Lime Sorbet
13192,Baked Onions with Thyme,6 medium red or white onions; 10 fresh thyme sprigs or 1 teaspoon dried thyme
13193,Platanos Maduros,
13194,Rib-Eye Tacos with Onion Jam and Horseradish Crème Fraîche,1 cup finely  peeled fresh horseradish root; 1 1/2 pounds red onions; 1 tablespoon chopped fresh thyme; 4 9- to 10-ounce boneless rib-eye steaks; Fresh cilantro sprigs
